딜ID,회사명,산업,섹터,본사지역,설립연도,임직원수,펀드명,펀드유형,빈티지,담당파트너,딜상태,투자일자,투자금액(억원),지분율(%),매출(억원),EBITDA(억원),EBITDA마진(%),순부채(억원),기업가치EV(억원),진입 EV/EBITDA(x),진입 EV/Revenue(x),보유기간(년),현재평가가치(억원),MOIC(x),Gross IRR(%),회수일자,회수금액(억원),회수방식
DL-00114,현우게임즈,미디어/콘텐츠,엔터테인먼트,경기,2019,986,스페셜시츄에이션 1호,Special Situation,2018,윤지호,소싱(Sourcing),,,,334,131.3,39.3,660.1,1745.8,13.3,5.23,,,,,,,
DL-00115,가온페이,금융서비스,결제,충북,2002,727,바이아웃 1호 PEF,Buyout,2017,임수빈,실사(DD),,,,767,289.9,37.8,484.9,4030.0,13.9,5.25,,,,,,,
DL-00116,제이케미칼,제조/소재,2차전지소재,대전,2010,982,그로쓰 1호 PEF,Growth,2016,정우성,투자완료(Active),2018-08-17,1240.7,85.3,329,103.3,31.4,92.7,1322.3,12.8,4.02,7.8,1428.5,1.15,1.8,,,
DL-00117,삼정환경,에너지/환경,폐기물처리,해외(싱가포르),1988,1011,바이아웃 1호 PEF,Buyout,2017,윤지호,실사(DD),,,,500,153.5,30.7,354.2,1043.8,6.8,2.09,,,,,,,
DL-00118,성안케미칼,제조/소재,정밀화학,경기,1994,741,벤처그로쓰 1호,Venture,2020,남기훈,투자심의(IC),,,,276,65.7,23.8,54.8,486.1,7.4,1.76,,,,,,,
DL-00119,가온헬스케어,바이오/헬스케어,디지털헬스,해외(베트남),1998,797,그로쓰 3호 PEF,Growth,2022,윤지호,스크리닝(Screening),,,,304,62.9,20.7,146.6,547.5,8.7,1.8,,,,,,,
DL-00120,정밀케미칼,제조/소재,정밀화학,부산,2020,293,그로쓰 1호 PEF,Growth,2016,고은채,소싱(Sourcing),,,,232,85.1,36.7,309.6,681.2,8.0,2.94,,,,,,,
DL-00121,한솔F&B,소비재,식음료,전남,2020,437,바이아웃 1호 PEF,Buyout,2017,윤지호,회수완료(Exited),2022-07-30,392.0,57.3,275,58.6,21.3,103.9,673.6,11.5,2.45,3.9,,1.65,13.9,2026-06-10,648.2,전략적매각(M&A)
DL-00122,케이에너지,에너지/환경,전력/전기,인천,2001,642,바이아웃 1호 PEF,Buyout,2017,남기훈,스크리닝(Screening),,,,492,148.6,30.2,116.6,1188.7,8.0,2.42,,,,,,,
DL-00123,가온유통,소비재,리테일,제주,2016,742,벤처그로쓰 1호,Venture,2020,최예린,투자완료(Active),2025-02-20,632.9,91.1,396,129.9,32.8,313.4,870.2,6.7,2.2,1.3,1918.6,3.03,134.6,,,
DL-00124,대명소프트,IT/소프트웨어,SaaS,경기,1985,511,바이아웃 1호 PEF,Buyout,2017,이서준,투자완료(Active),2024-05-24,46.4,59.0,182,12.9,7.1,68.8,147.3,11.4,0.81,2.0,75.4,1.63,26.8,,,
DL-00125,가온솔루션,B2B서비스,엔지니어링,서울,1996,344,스페셜시츄에이션 1호,Special Situation,2018,배준영,회수완료(Exited),2022-03-09,594.2,96.7,206,48.2,23.4,85.0,636.3,13.2,3.09,2.9,,4.87,74.0,2025-01-17,2896.2,IPO
DL-00126,정밀솔루션,IT/소프트웨어,데이터/AI,인천,1995,1591,그로쓰 1호 PEF,Growth,2016,서지원,소싱(Sourcing),,,,564,221.1,39.2,1454.0,3250.0,14.7,5.76,,,,,,,
DL-00127,현우유통,소비재,화장품,경남,1989,1599,세컨더리 1호,Secondary,2023,최예린,소싱(Sourcing),,,,599,143.8,24.0,149.5,1667.6,11.6,2.78,,,,,,,
DL-00128,아이엠정밀,제조/소재,산업기계,울산,2021,229,스페셜시츄에이션 1호,Special Situation,2018,이서준,실사(DD),,,,77,12.8,16.6,11.3,161.1,12.6,2.09,,,,,,,
DL-00129,대한소프트,IT/소프트웨어,시스템통합,경기,2010,1538,그로쓰 2호 PEF,Growth,2019,강태호,투자완료(Active),2025-03-15,3366.4,95.3,1182,321.5,27.2,927.1,4115.3,12.8,3.48,1.2,7593.0,2.26,93.0,,,
DL-00130,삼정테크,IT/소프트웨어,시스템통합,대전,1994,1103,그로쓰 2호 PEF,Growth,2019,최예린,스크리닝(Screening),,,,693,60.3,8.7,47.4,307.5,5.1,0.44,,,,,,,
DL-00131,신성로지스틱스,물류/유통,3PL물류,서울,2011,850,세컨더리 1호,Secondary,2023,한승우,투자완료(Active),2025-03-08,716.9,26.8,497,161.5,32.5,13.6,2196.7,13.6,4.42,1.3,1193.2,1.66,50.0,,,
DL-00132,신성스튜디오,미디어/콘텐츠,광고/마케팅,경기,2012,586,세컨더리 1호,Secondary,2023,박민재,소싱(Sourcing),,,,246,79.7,32.4,323.6,685.5,8.6,2.79,,,,,,,
DL-00133,에스파이낸셜,금융서비스,자산관리,서울,2009,2392,그로쓰 1호 PEF,Growth,2016,윤지호,실사(DD),,,,813,135.8,16.7,770.2,1792.2,13.2,2.2,,,,,,,
DL-00134,코리아파마,바이오/헬스케어,체외진단,제주,2010,1493,바이아웃 1호 PEF,Buyout,2017,임수빈,실사(DD),,,,1120,328.2,29.3,935.5,3248.8,9.9,2.9,,,,,,,
DL-00135,광림게임즈,미디어/콘텐츠,엔터테인먼트,경기,1996,1328,바이아웃 1호 PEF,Buyout,2017,오세훈,보류/철회(Dropped),,,,753,289.2,38.4,983.2,2775.9,9.6,3.69,,,,,,,
DL-00136,광림커머스,물류/유통,3PL물류,대구,2001,1769,그로쓰 3호 PEF,Growth,2022,서지원,실사(DD),,,,954,311.0,32.6,878.1,1772.7,5.7,1.86,,,,,,,
DL-00137,가온엔터,미디어/콘텐츠,교육,충남,2019,2554,벤처그로쓰 1호,Venture,2020,남기훈,회수완료(Exited),2023-06-08,282.7,23.5,2191,192.8,8.8,480.6,1446.1,7.5,0.66,3.0,,1.01,0.4,2026-06-10,286.1,IPO
DL-00138,한라정밀,제조/소재,자동차부품,경기,2014,1154,바이아웃 1호 PEF,Buyout,2017,임수빈,투자심의(IC),,,,1121,252.2,22.5,26.0,2118.7,8.4,1.89,,,,,,,
DL-00139,미래미디어,미디어/콘텐츠,게임,경기,2018,560,벤처그로쓰 1호,Venture,2020,임수빈,투자완료(Active),2024-07-17,608.1,76.9,384,78.0,20.3,149.2,935.4,12.0,2.44,1.9,845.0,1.39,18.9,,,
DL-00140,누리제약,바이오/헬스케어,의료기기,인천,2014,173,벤처그로쓰 1호,Venture,2020,한승우,투자완료(Active),2023-06-11,208.2,90.6,201,23.1,11.5,56.9,263.5,11.4,1.31,3.0,311.0,1.49,14.3,,,
DL-00141,한라유통,소비재,화장품,충남,2019,386,그로쓰 2호 PEF,Growth,2019,오세훈,소싱(Sourcing),,,,197,41.4,21.0,135.6,314.4,7.6,1.6,,,,,,,
DL-00142,제이파워,에너지/환경,수처리,부산,1996,2294,벤처그로쓰 1호,Venture,2020,강태호,회수완료(Exited),2020-08-29,1380.8,39.1,2096,322.8,15.4,151.8,3582.9,11.1,1.71,3.6,,2.6,30.5,2024-04-01,3589.1,Recap/배당
DL-00143,정밀헬스케어,바이오/헬스케어,CRO/CDMO,서울,2003,146,그로쓰 3호 PEF,Growth,2022,한승우,스크리닝(Screening),,,,179,37.2,20.8,36.8,204.8,5.5,1.14,,,,,,,
DL-00144,가온파마,바이오/헬스케어,의료기기,대구,2013,556,스페셜시츄에이션 1호,Special Situation,2018,서지원,투자완료(Active),2024-01-12,133.9,43.1,396,24.2,6.1,44.5,304.4,12.6,0.77,2.4,256.0,1.91,30.9,,,
DL-00145,아이엠파이낸셜,금융서비스,여신전문,서울,1987,1853,벤처그로쓰 1호,Venture,2020,한승우,회수완료(Exited),2021-05-21,335.7,43.8,828,104.3,12.6,357.0,970.3,9.3,1.17,4.0,,0.82,-4.9,2025-05-28,273.8,재무적매각(Secondary)
DL-00146,제이미디어,미디어/콘텐츠,광고/마케팅,충남,2007,941,바이아웃 1호 PEF,Buyout,2017,배준영,소싱(Sourcing),,,,457,49.8,10.9,107.9,737.2,14.8,1.61,,,,,,,
DL-00147,중앙서비스,B2B서비스,인력아웃소싱,해외(싱가포르),2000,200,그로쓰 3호 PEF,Growth,2022,남기훈,회수완료(Exited),2023-07-05,203.9,70.2,180,24.7,13.7,64.9,330.4,13.4,1.84,1.9,,4.53,119.7,2025-06-05,923.6,IPO
DL-00148,유진스튜디오,미디어/콘텐츠,엔터테인먼트,경기,1990,1539,세컨더리 1호,Secondary,2023,강태호,투자완료(Active),2023-08-12,2151.5,97.5,779,219.7,28.2,59.8,1889.2,8.6,2.43,2.8,3356.2,1.56,17.0,,,
DL-00149,가온익스프레스,물류/유통,콜드체인,서울,1988,34,세컨더리 1호,Secondary,2023,배준영,실사(DD),,,,35,12.5,35.7,13.3,73.7,5.9,2.11,,,,,,,
DL-00150,정밀진단,바이오/헬스케어,제약,경기,1991,503,바이아웃 1호 PEF,Buyout,2017,윤지호,투자완료(Active),2021-09-26,157.1,75.5,194,55.9,28.8,99.1,284.9,5.1,1.47,4.7,200.8,1.28,5.4,,,
DL-00151,코리아시스템,IT/소프트웨어,SaaS,경남,1993,921,그로쓰 3호 PEF,Growth,2022,윤지호,투자완료(Active),2023-12-21,389.6,77.8,794,58.8,7.4,190.1,622.8,10.6,0.78,2.5,406.8,1.04,1.8,,,
DL-00152,동방파이낸셜,금융서비스,자산관리,서울,2007,2310,그로쓰 2호 PEF,Growth,2019,오세훈,투자완료(Active),2022-03-13,817.3,82.3,1145,113.4,9.9,37.2,884.2,7.8,0.77,4.2,2578.4,3.15,31.1,,,
DL-00153,누리익스프레스,물류/유통,이커머스,경기,2000,1180,스페셜시츄에이션 1호,Special Situation,2018,최예린,투자완료(Active),2022-01-19,706.2,94.7,400,90.0,22.5,259.1,981.0,10.9,2.45,4.4,1965.5,2.78,26.3,,,
DL-00154,대명파워,에너지/환경,폐기물처리,해외(미국),1985,407,그로쓰 2호 PEF,Growth,2019,김도현,투자완료(Active),2025-01-06,364.7,63.0,415,93.4,22.5,301.4,859.0,9.2,2.07,1.4,402.5,1.1,7.2,,,
DL-00155,유진솔루션,IT/소프트웨어,정보보안,광주,2012,103,바이아웃 1호 PEF,Buyout,2017,김도현,스크리닝(Screening),,,,87,6.0,6.9,23.1,70.2,11.7,0.81,,,,,,,
DL-00156,유진산업,제조/소재,산업기계,서울,2001,559,벤처그로쓰 1호,Venture,2020,한승우,투자완료(Active),2020-03-01,160.8,46.8,224,72.4,32.3,246.9,557.1,7.7,2.49,6.3,257.8,1.6,7.8,,,
DL-00157,에스랩스,IT/소프트웨어,데이터/AI,경기,2008,7023,세컨더리 1호,Secondary,2023,고은채,투자완료(Active),2023-01-13,1288.8,39.6,2612,235.1,9.0,3.7,2915.0,12.4,1.12,3.4,1839.0,1.43,11.0,,,
DL-00158,세진케미칼,제조/소재,철강금속,광주,2011,2365,스페셜시츄에이션 1호,Special Situation,2018,정우성,실사(DD),,,,1037,351.5,33.9,224.6,3761.5,10.7,3.63,,,,,,,
DL-00159,서연메탈,제조/소재,산업기계,해외(싱가포르),2003,1072,스페셜시츄에이션 1호,Special Situation,2018,이서준,회수완료(Exited),2021-05-29,391.4,79.2,744,59.5,8.0,105.4,571.4,9.6,0.77,3.6,,2.2,24.8,2024-12-20,862.3,전략적매각(M&A)
DL-00160,신성서비스,B2B서비스,시설관리,강원,1985,2667,그로쓰 1호 PEF,Growth,2016,정우성,투자완료(Active),2021-07-08,3265.2,96.9,2015,614.6,30.5,976.8,3687.4,6.0,1.83,4.9,3642.1,1.12,2.2,,,
DL-00161,현우메탈,제조/소재,산업기계,경기,1990,486,벤처그로쓰 1호,Venture,2020,임수빈,보류/철회(Dropped),,,,519,141.7,27.3,373.2,1261.0,8.9,2.43,,,,,,,
DL-00162,삼정메디컬,바이오/헬스케어,의료기기,경북,2005,571,스페셜시츄에이션 1호,Special Situation,2018,남기훈,회수완료(Exited),2019-09-29,28.2,28.5,274,20.8,7.6,56.8,145.8,7.0,0.53,3.3,,1.64,16.4,2023-01-01,46.2,전략적매각(M&A)
DL-00163,에스에셋,금융서비스,인슈어테크,경북,2004,2128,그로쓰 2호 PEF,Growth,2019,박민재,회수완료(Exited),2021-10-13,1634.3,97.5,2127,136.1,6.4,299.0,1824.1,13.4,0.86,1.8,,2.3,60.2,2023-07-22,3766.4,전략적매각(M&A)
DL-00164,보광테크,제조/소재,2차전지소재,인천,1993,2018,바이아웃 1호 PEF,Buyout,2017,이서준,투자완료(Active),2017-12-11,351.7,66.6,705,83.9,11.9,259.1,755.1,9.0,1.07,8.5,527.5,1.5,4.9,,,
DL-00165,대한파워,에너지/환경,신재생에너지,서울,2016,185,스페셜시츄에이션 1호,Special Situation,2018,고은채,투자완료(Active),2024-12-11,86.3,69.4,212,24.6,11.6,84.7,191.8,7.8,0.9,1.5,134.5,1.56,34.5,,,
DL-00166,동방에셋,금융서비스,여신전문,경기,2018,1088,스페셜시츄에이션 1호,Special Situation,2018,정우성,투자완료(Active),2021-11-10,765.3,93.0,432,79.5,18.4,230.7,961.8,12.1,2.23,4.6,1093.3,1.43,8.1,,,
DL-00167,한국이엔지,에너지/환경,폐기물처리,서울,1999,1678,세컨더리 1호,Secondary,2023,한승우,실사(DD),,,,561,188.5,33.6,74.8,2676.6,14.2,4.77,,,,,,,
DL-00168,글로벌코스메틱,소비재,리테일,서울,2007,950,벤처그로쓰 1호,Venture,2020,배준영,투자완료(Active),2021-09-24,167.5,34.0,505,58.6,11.6,384.8,872.8,14.9,1.73,4.7,122.3,0.73,-6.5,,,
DL-00169,디에이치산업,제조/소재,철강금속,경기,1996,5910,바이아웃 1호 PEF,Buyout,2017,배준영,소싱(Sourcing),,,,2029,651.3,32.1,3783.8,8792.7,13.5,4.33,,,,,,,
DL-00170,아이엠에너지,에너지/환경,수처리,경기,2012,1349,벤처그로쓰 1호,Venture,2020,박민재,보류/철회(Dropped),,,,533,207.3,38.9,1145.9,2467.3,11.9,4.63,,,,,,,
DL-00171,정밀리빙,소비재,화장품,광주,1985,8544,바이아웃 2호 PEF,Buyout,2021,박민재,스크리닝(Screening),,,,2987,1161.9,38.9,2365.7,8366.0,7.2,2.8,,,,,,,
DL-00172,한솔바이오,바이오/헬스케어,체외진단,서울,1990,2291,벤처그로쓰 1호,Venture,2020,박민재,투자완료(Active),2023-11-20,1251.1,25.4,1817,554.2,30.5,26.5,4655.2,8.4,2.56,2.6,1464.2,1.17,6.4,,,
DL-00173,디에이치헬스케어,바이오/헬스케어,디지털헬스,경기,2021,1231,스페셜시츄에이션 1호,Special Situation,2018,이서준,회수완료(Exited),2021-07-29,125.6,40.9,850,91.0,10.7,219.2,518.4,5.7,0.61,3.4,,1.27,7.4,2024-12-27,160.0,IPO
DL-00174,코리아매니지먼트,B2B서비스,인력아웃소싱,해외(싱가포르),1995,919,세컨더리 1호,Secondary,2023,남기훈,소싱(Sourcing),,,,541,37.3,6.9,150.9,309.8,8.3,0.57,,,,,,,
DL-00175,동성솔루션,B2B서비스,엔지니어링,서울,2020,1692,그로쓰 2호 PEF,Growth,2019,김도현,투자심의(IC),,,,750,132.0,17.6,180.8,1227.6,9.3,1.64,,,,,,,
DL-00176,미래파이낸셜,금융서비스,자산관리,서울,1992,493,바이아웃 2호 PEF,Buyout,2021,이서준,투자완료(Active),2022-01-14,329.0,49.7,247,54.6,22.1,28.9,633.2,11.6,2.56,4.4,487.8,1.48,9.4,,,
DL-00177,동방유통,물류/유통,3PL물류,충남,2020,380,스페셜시츄에이션 1호,Special Situation,2018,배준영,투자완료(Active),2024-06-03,302.9,90.5,133,31.0,23.3,156.5,455.5,14.7,3.43,2.0,638.2,2.11,44.7,,,
DL-00178,미래파트너스,B2B서비스,시설관리,서울,1993,864,그로쓰 3호 PEF,Growth,2022,정우성,회수완료(Exited),2022-05-18,272.9,27.0,575,194.4,33.8,375.9,1263.3,6.5,2.2,4.1,,1.59,12.1,2026-06-10,434.3,Recap/배당
DL-00179,아이엠메탈,제조/소재,철강금속,충남,2021,723,그로쓰 2호 PEF,Growth,2019,윤지호,스크리닝(Screening),,,,708,268.3,37.9,1072.0,3810.3,14.2,5.38,,,,,,,
DL-00180,현우커머스,물류/유통,콜드체인,서울,1987,289,세컨더리 1호,Secondary,2023,오세훈,투자완료(Active),2025-06-19,213.8,46.5,173,46.0,26.6,109.1,543.0,11.8,3.14,1.0,458.2,2.14,118.7,,,
DL-00181,보광로지스틱스,물류/유통,도소매유통,해외(싱가포르),2013,1332,바이아웃 1호 PEF,Buyout,2017,박민재,실사(DD),,,,752,229.4,30.5,112.6,2523.0,11.0,3.35,,,,,,,
DL-00182,대명콘텐츠,미디어/콘텐츠,교육,경남,1989,192,그로쓰 1호 PEF,Growth,2016,한승우,투자완료(Active),2018-02-28,154.7,90.0,223,21.6,9.7,128.4,292.0,13.5,1.31,8.3,149.8,0.97,-0.4,,,
DL-00183,글로벌F&B,소비재,패션/리빙,경기,2008,608,그로쓰 2호 PEF,Growth,2019,서지원,소싱(Sourcing),,,,391,150.9,38.6,403.6,1464.0,9.7,3.74,,,,,,,
DL-00184,삼정로지스틱스,물류/유통,3PL물류,경기,1998,1626,그로쓰 3호 PEF,Growth,2022,고은채,투자완료(Active),2022-01-19,2025.7,57.9,1927,553.0,28.7,871.9,4258.5,7.7,2.21,4.4,1958.0,0.97,-0.8,,,
DL-00185,케이커머스,물류/유통,콜드체인,경북,2004,4322,세컨더리 1호,Secondary,2023,최예린,스크리닝(Screening),,,,1915,361.9,18.9,555.4,2171.6,6.0,1.13,,,,,,,
DL-00186,삼정에너지,에너지/환경,전력/전기,경기,2002,280,벤처그로쓰 1호,Venture,2020,최예린,투자완료(Active),2025-01-16,90.1,24.5,113,40.9,36.2,24.5,327.2,8.0,2.9,1.4,201.8,2.24,78.2,,,
DL-00187,한솔에너지,에너지/환경,폐기물처리,대구,2010,808,바이아웃 2호 PEF,Buyout,2021,최예린,회수완료(Exited),2022-04-01,844.7,74.9,337,100.4,29.8,102.0,1074.6,10.7,3.19,4.2,,1.99,17.9,2026-05-31,1678.2,구주매출
DL-00188,미래헬스케어,바이오/헬스케어,체외진단,서울,1996,1507,바이아웃 2호 PEF,Buyout,2021,남기훈,회수완료(Exited),2023-02-01,332.4,40.8,548,70.1,12.8,202.0,961.0,13.7,1.75,3.4,,2.45,30.7,2026-06-10,815.3,구주매출
DL-00189,현우테크,IT/소프트웨어,데이터/AI,경기,1988,2189,스페셜시츄에이션 1호,Special Situation,2018,한승우,실사(DD),,,,792,314.4,39.7,1303.7,2641.2,8.4,3.33,,,,,,,
DL-00190,코리아캐피탈,금융서비스,자산관리,울산,1996,614,세컨더리 1호,Secondary,2023,강태호,투자완료(Active),2023-06-12,189.6,59.2,297,61.8,20.8,169.6,438.6,7.1,1.48,3.0,142.8,0.75,-9.0,,,
DL-00191,케이게임즈,미디어/콘텐츠,교육,경기,2008,1219,그로쓰 1호 PEF,Growth,2016,한승우,스크리닝(Screening),,,,940,52.6,5.6,96.5,263.2,5.0,0.28,,,,,,,
DL-00192,신성에너지,에너지/환경,전력/전기,경기,1987,715,바이아웃 2호 PEF,Buyout,2021,박민재,소싱(Sourcing),,,,260,79.3,30.5,147.3,872.3,11.0,3.35,,,,,,,
DL-00193,현우헬스케어,바이오/헬스케어,체외진단,경기,2010,147,바이아웃 1호 PEF,Buyout,2017,박민재,회수완료(Exited),2024-03-07,28.4,40.5,91,8.5,9.3,40.6,102.4,12.1,1.13,1.8,,2.07,50.8,2025-12-13,58.7,IPO
DL-00194,케이테크,제조/소재,자동차부품,경기,1998,1271,바이아웃 2호 PEF,Buyout,2021,임수빈,투자완료(Active),2024-05-25,921.9,76.1,912,141.4,15.5,543.2,1639.8,11.6,1.8,2.0,2531.3,2.75,64.0,,,
DL-00195,미래소프트,IT/소프트웨어,정보보안,경기,2018,3528,바이아웃 1호 PEF,Buyout,2017,배준영,실사(DD),,,,1259,243.0,19.3,439.5,1603.7,6.6,1.27,,,,,,,
DL-00196,서연파이낸셜,금융서비스,인슈어테크,서울,2016,1282,그로쓰 2호 PEF,Growth,2019,이서준,회수완료(Exited),2022-04-27,102.5,41.1,431,36.6,8.5,32.2,278.4,7.6,0.65,4.1,,0.85,-3.9,2026-06-10,86.9,재무적매각(Secondary)
DL-00197,미래엔터,미디어/콘텐츠,게임,서울,2006,707,그로쓰 3호 PEF,Growth,2022,서지원,투자완료(Active),2023-01-10,308.2,29.1,273,73.2,26.8,46.9,1009.7,13.8,3.7,3.4,403.1,1.31,8.2,,,
DL-00198,성안캐피탈,금융서비스,결제,서울,2011,3462,그로쓰 1호 PEF,Growth,2016,고은채,스크리닝(Screening),,,,1377,342.9,24.9,985.1,3223.0,9.4,2.34,,,,,,,
DL-00199,디에이치테크,제조/소재,산업기계,서울,2001,3875,스페셜시츄에이션 1호,Special Situation,2018,임수빈,소싱(Sourcing),,,,1335,413.9,31.0,565.4,5049.0,12.2,3.78,,,,,,,
DL-00200,케이환경,에너지/환경,신재생에너지,경기,2020,3531,스페셜시츄에이션 1호,Special Situation,2018,박민재,회수완료(Exited),2023-07-24,1014.9,89.6,1927,104.1,5.4,376.1,1488.0,14.3,0.77,2.9,,1.56,16.6,2026-06-10,1580.6,재무적매각(Secondary)
DL-00201,정밀정밀,제조/소재,철강금속,서울,1990,1120,세컨더리 1호,Secondary,2023,배준영,투자완료(Active),2024-02-27,176.2,22.9,1092,100.5,9.2,328.2,1004.6,10.0,0.92,2.3,509.3,2.89,59.2,,,
DL-00202,글로벌파이낸셜,금융서비스,인슈어테크,충북,2015,548,세컨더리 1호,Secondary,2023,강태호,투자완료(Active),2023-12-30,612.0,86.4,682,141.9,20.8,280.4,851.1,6.0,1.25,2.4,712.0,1.16,6.4,,,
DL-00203,광림정보기술,IT/소프트웨어,SaaS,광주,1997,510,스페셜시츄에이션 1호,Special Situation,2018,이서준,스크리닝(Screening),,,,298,96.3,32.3,63.3,1174.3,12.2,3.94,,,,,,,
DL-00204,에스정보기술,IT/소프트웨어,데이터/AI,부산,1988,1305,그로쓰 3호 PEF,Growth,2022,임수빈,소싱(Sourcing),,,,466,118.8,25.5,659.0,1687.4,14.2,3.62,,,,,,,
DL-00205,동성파마,바이오/헬스케어,의료기기,부산,2011,770,벤처그로쓰 1호,Venture,2020,한승우,회수완료(Exited),2022-04-25,2584.9,68.2,705,272.8,38.7,908.1,4010.7,14.7,5.69,4.1,,1.14,3.2,2026-06-10,2943.6,재무적매각(Secondary)
DL-00206,태광이엔지,B2B서비스,시설관리,부산,1993,2645,바이아웃 2호 PEF,Buyout,2021,서지원,실사(DD),,,,1680,492.2,29.3,232.9,4036.4,8.2,2.4,,,,,,,
DL-00207,삼정페이,금융서비스,결제,충남,1988,756,그로쓰 2호 PEF,Growth,2019,김도현,투자심의(IC),,,,560,175.3,31.3,165.8,1156.8,6.6,2.07,,,,,,,
DL-00208,태광메탈,제조/소재,정밀화학,서울,2020,1033,세컨더리 1호,Secondary,2023,이서준,투자완료(Active),2024-01-26,1044.7,51.0,457,148.5,32.5,277.7,1930.8,13.0,4.23,2.4,2634.8,2.52,47.7,,,
DL-00209,한국솔루션,B2B서비스,인력아웃소싱,서울,2008,1392,세컨더리 1호,Secondary,2023,고은채,스크리닝(Screening),,,,962,251.1,26.1,1549.5,3213.8,12.8,3.34,,,,,,,
DL-00210,우진제약,바이오/헬스케어,제약,광주,2002,1053,그로쓰 2호 PEF,Growth,2019,윤지호,소싱(Sourcing),,,,446,113.3,25.4,142.3,861.0,7.6,1.93,,,,,,,
DL-00211,신성메디컬,바이오/헬스케어,제약,부산,2020,138,바이아웃 2호 PEF,Buyout,2021,임수빈,투자완료(Active),2023-11-01,57.1,32.7,146,23.5,16.1,15.6,169.2,7.2,1.16,2.6,80.8,1.42,14.3,,,
DL-00212,코리아리빙,소비재,패션/리빙,서울,1985,216,세컨더리 1호,Secondary,2023,한승우,회수완료(Exited),2023-02-10,107.8,74.6,162,21.7,13.4,113.7,247.5,11.4,1.53,3.3,,2.48,31.4,2026-06-10,267.3,재무적매각(Secondary)
DL-00213,한국매니지먼트,B2B서비스,엔지니어링,충북,2013,396,벤처그로쓰 1호,Venture,2020,한승우,회수완료(Exited),2025-06-12,938.0,96.5,392,109.0,27.8,36.8,893.6,8.2,2.28,1.0,,2.17,117.9,2026-06-10,2034.4,전략적매각(M&A)
DL-00214,태광콘텐츠,미디어/콘텐츠,게임,충북,1989,581,스페셜시츄에이션 1호,Special Situation,2018,서지원,회수완료(Exited),2020-10-28,783.2,64.6,633,133.6,21.1,48.5,1108.6,8.3,1.75,2.8,,3.27,53.3,2023-08-07,2563.3,Recap/배당
DL-00215,정밀엔터,미디어/콘텐츠,교육,인천,1987,825,그로쓰 2호 PEF,Growth,2019,배준영,투자완료(Active),2019-12-21,409.6,42.5,564,211.5,37.5,507.6,1290.1,6.1,2.29,6.5,406.6,0.99,-0.1,,,
DL-00216,우진메탈,제조/소재,2차전지소재,서울,2019,460,스페셜시츄에이션 1호,Special Situation,2018,배준영,투자완료(Active),2025-04-07,116.2,49.9,170,26.2,15.4,175.6,363.9,13.9,2.14,1.2,198.0,1.7,57.4,,,
DL-00217,한국랩스,IT/소프트웨어,SaaS,부산,2007,799,그로쓰 2호 PEF,Growth,2019,최예린,스크리닝(Screening),,,,760,86.6,11.4,122.6,970.4,11.2,1.28,,,,,,,
